TIPO_DATO;LOTE;COD_DISTRITO;DISTRITO;COD_BARRIO;BARRIO;DIRECCION_COMPLETA;DIRECCION_AUXILIAR;CENTRO;VIA_CLASE;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;MAS INFORMACIÓN;DIRECCION AMPLIADA
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DEL PUERTO DE LA CRUZ VERDE, 52;;;CALLE;PUERTO DE LA CRUZ VERDE;número;52;-3,686777;40,385168;40,38516785;-3,68677717;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PUERTO DE LA CRUZ VERDE, 52. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DEL PUERTO DE BEJAR, 5;frente;;CALLE;PUERTO DE BEJAR;número;5;-3,68776;40,38786;40,38785956;-3,68775987;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PUERTO DE BEJAR, 5. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DEL BRONCE, 32;esquina calle Embajadores;;CALLE;BRONCE;número;32;-3,69022;40,38795;40,38795031;-3,69021968;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL BRONCE, 32. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DEL TENIENTE CORONEL NOREÑA, 47;;;CALLE;TENIENTE CORONEL NOREÑA;número;47;-3,69185;40,38731;40,38730993;-3,69184964;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL TENIENTE CORONEL NOREÑA, 47. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DE RICARDO DAMAS, 4;;"Instalación Deportiva Municipal Básica ""Ricardo Damas""";CALLE;RICARDO DAMAS;número;4;-3,692145;40,385492;40,3854922;-3,69214483;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE RICARDO DAMAS, 4. Instalación Deportiva Municipal Básica ""Ricardo Damas"""
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DE EMBAJADORES, 218;;;CALLE;EMBAJADORES;número;218;-3,69245;40,39001;40,39000997;-3,69244989;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE EMBAJADORES, 218. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DE LA ANTRACITA, 11;;;CALLE;ANTRACITA;número;11;-3,68837;40,39104;40,39103974;-3,68836956;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA ANTRACITA, 11. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DE MENDEZ ALVARO, 74;;;CALLE;MENDEZ ALVARO;número;74;-3,67921;40,3941;40,39410024;-3,67920998;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MENDEZ ALVARO, 74. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DEL PLOMO, 5;frente;;CALLE;PLOMO;número;5;-3,689582;40,391791;40,39179136;-3,68958187;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PLOMO, 5. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DEL PLANETA TIERRA, 4;;;CALLE;PLANETA TIERRA;número;4;-3,679309;40,392256;40,39225631;-3,67930904;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PLANETA TIERRA, 4. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DE EMBAJADORES, 294;frente;;CALLE;EMBAJADORES;número;294;-3,688919;40,385159;40,38515867;-3,68891938;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE EMBAJADORES, 294. 
Contenedor de ropa;3;2;Arganzuela;24;Legazpi;CALLE DE ALGETE, 2;;;CALLE;ALGETE;número;2;-3,694429;40,389067;40,38906674;-3,6944287;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ALGETE, 2. 
Contenedor de Ropa;3;2;Arganzuela;24;Legazpi;CALLE DE JULIAN RABANEDO, 36;;;CALLE;JULIAN RABANEDO;número;36;-3,694177;40,387808;40,38780782;-3,69417721;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JULIAN RABANEDO, 36. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DEL PARROCO EUSEBIO CUENCA, 44;;;CALLE;PARROCO EUSEBIO CUENCA;número;44;-3,68897;40,3955;40,39550017;-3,68896998;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PARROCO EUSEBIO CUENCA, 44. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE ALICANTE, 14;;"Centro Deportivo Municipal Arganzuela ""La Fundi""";CALLE;ALICANTE;número;14;-3,69126;40,39433;40,39432973;-3,69126046;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE ALICANTE, 14. Centro Deportivo Municipal Arganzuela ""La Fundi"""
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE EMBAJADORES, 175;;;CALLE;EMBAJADORES;número;175;-3,69351;40,39264;40,39263967;-3,69351018;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE EMBAJADORES, 175. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;PASEO DE LAS DELICIAS, 123;;;PASEO;DELICIAS;número;123;-3,69467;40,39283;40,39283001;-3,69467038;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LAS DELICIAS, 123. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;PASEO DE LAS DELICIAS, 67;;;PASEO;DELICIAS;número;67;-3,69382;40,39794;40,39793966;-3,69382026;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LAS DELICIAS, 67. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DEL FERROCARRIL, 25;;;CALLE;FERROCARRIL;número;25;-3,696698;40,40073;40,40073039;-3,69669762;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL FERROCARRIL, 25. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE BUSTAMANTE, 39;esquina calle Villa del Prado;;CALLE;BUSTAMANTE;número;39;-3,686754;40,400432;40,40043187;-3,68675444;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BUSTAMANTE, 39. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE RAMIREZ DE PRADO, 7;frente;;CALLE;RAMIREZ DE PRADO;número;7;-3,687528;40,399283;40,39928303;-3,68752764;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE RAMIREZ DE PRADO, 7. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE MENDEZ ALVARO, 60;;;CALLE;MENDEZ ALVARO;número;60;-3,68157;40,39642;40,39641971;-3,68156994;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MENDEZ ALVARO, 60. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE LA ESTRELLA DENEBOLA, 5;;Punto Limpio Fijo;CALLE;ESTRELLA DENEBOLA;número;5;-3,683356;40,394134;40,39413398;-3,68335641;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA ESTRELLA DENEBOLA, 5. Punto Limpio Fijo
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE BOLIVAR, 13;;;CALLE;BOLIVAR;número;13;-3,691497;40,392424;40,39242389;-3,69149701;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BOLIVAR, 13. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE EMBAJADORES, 157;;;CALLE;EMBAJADORES;número;157;-3,695599;40,39581;40,39581003;-3,69559901;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE EMBAJADORES, 157. 
Contenedor de ropa;3;2;Arganzuela;25;Delicias;CALLE DE LA ESTRELLA DENEBOLA, 10;;;CALLE;ESTRELLA DENEBOLA;número;10;-3,684798;40,395726;40,39572558;-3,68479816;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA ESTRELLA DENEBOLA, 10. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;CALLE DE PALOS DE LA FRONTERA, 42;;;CALLE;PALOS DE LA FRONTERA;número;42;-3,69406;40,40255;40,40254996;-3,69405968;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PALOS DE LA FRONTERA, 42. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;PASEO DE SANTA MARIA DE LA CABEZA, 32;;;PASEO;SANTA MARIA DE LA CABEZA;número;32;-3,695959;40,40462;40,40461964;-3,69595944;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE SANTA MARIA DE LA CABEZA, 32. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;PASEO DE SANTA MARIA DE LA CABEZA, 11;;;PASEO;SANTA MARIA DE LA CABEZA;número;11;-3,694371;40,406166;40,40616604;-3,69437054;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE SANTA MARIA DE LA CABEZA, 11. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;CALLE DEL GENERAL LACY, 1;;;CALLE;GENERAL LACY;número;1;-3,69043;40,40453;40,40453026;-3,69043026;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL GENERAL LACY, 1. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;CALLE DEL ANCORA, 20;;;CALLE;ANCORA;número;20;-3,69142;40,40263;40,40262974;-3,6914196;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ANCORA, 20. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;CALLE DE LAS CANARIAS, 54;;;CALLE;CANARIAS;número;54;-3,689801;40,4016;40,40159977;-3,6898005;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LAS CANARIAS, 54. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;CALLE DE EMBAJADORES, 75;;;CALLE;EMBAJADORES;número;75;-3,70079;40,40321;40,40321027;-3,70078958;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE EMBAJADORES, 75. 
Contenedor de ropa;3;2;Arganzuela;26;Palos de Moguer;CALLE DE FRAY LUIS DE LEON, 11;frente;;CALLE;FRAY LUIS DE LEON;número;11;-3,698245;40,404244;40,4042436;-3,69824512;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FRAY LUIS DE LEON, 11. 
Contenedor de Ropa;3;2;Arganzuela;26;Palos de Moguer;PASEO DE SANTA MARIA DE LA CABEZA, 43;esquina calle Martín Soler;Mercado de Santa María de la Cabeza;PASEO;SANTA MARIA DE LA CABEZA;número;43;-3,697524;40,402749;40,40274875;-3,69752418;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE SANTA MARIA DE LA CABEZA, 43. Mercado de Santa María de la Cabeza
Contenedor de ropa;3;2;Arganzuela;27;Atocha;CALLE DE LA RETAMA, 7;;;CALLE;RETAMA;número;7;-3,676358;40,393828;40,39382799;-3,67635778;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA RETAMA, 7. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;PASEO DE LA REINA CRISTINA, 24;;;PASEO;REINA CRISTINA;número;24;-3,681005;40,406972;40,40697185;-3,6810052;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA REINA CRISTINA, 24. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DE VALDERRIVAS, 27;;;CALLE;VALDERRIVAS;número;27;-3,677232;40,405341;40,40534121;-3,67723219;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE VALDERRIVAS, 27. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DE ABTAO, 20;;;CALLE;ABTAO;número;20;-3,675641;40,404687;40,40468654;-3,6756415;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ABTAO, 20. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DE CAVANILLES, 27;;;CALLE;CAVANILLES;número;27;-3,67509;40,40584;40,40583986;-3,67508995;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CAVANILLES, 27. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DE SANCHEZ BARCAIZTEGUI, 43;;;CALLE;SANCHEZ BARCAIZTEGUI;número;43;-3,67273;40,40656;40,40655984;-3,67272961;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANCHEZ BARCAIZTEGUI, 43. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DE LA REGALADA, 7;;;CALLE;LA REGALADA;número;7;-3,674225;40,404504;40,40450382;-3,67422514;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA REGALADA, 7. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DE LEON GIL DE PALACIO, 2;;;CALLE;LEON GIL DE PALACIO;número;2;-3,679144;40,402829;40,40282899;-3,67914368;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LEON GIL DE PALACIO, 2. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DE TELLEZ, 13;;;CALLE;TELLEZ;número;13;-3,680983;40,403129;40,40312853;-3,68098261;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE TELLEZ, 13. 
Contenedor de ropa;2;3;Retiro;31;Pacífico;CALLE DEL DOCTOR ESQUERDO, 134;esquina calle Santa Sabina;;CALLE;DOCTOR ESQUERDO;número;134;-3,670964;40,406133;40,40613316;-3,67096432;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL DOCTOR ESQUERDO, 134. 
Contenedor de Ropa;2;3;Retiro;31;Pacífico;PASEO DE LA INFANTA ISABEL, 29;;;PASEO;INFANTA ISABEL;número;29;-3,685617;40,406284;40,40628414;-3,68561745;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA INFANTA ISABEL, 29. 
Contenedor de Ropa;2;3;Retiro;31;Pacífico;AVENIDA DE MENENDEZ PELAYO, 123;;;AVENIDA;MENENDEZ PELAYO;número;123;-3,680604;40,404544;40,40454384;-3,68060395;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE MENENDEZ PELAYO, 123. 
Contenedor de Ropa;2;3;Retiro;31;Pacífico;CALLE DE SANCHEZ BARCAIZTEGUI, 4;;;CALLE;SANCHEZ BARCAIZTEGUI;número;4;-3,675823;40,402603;40,40260304;-3,67582254;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANCHEZ BARCAIZTEGUI, 4. 
Contenedor de Ropa;2;3;Retiro;31;Pacífico;CALLE DE LAS COCHERAS, 6;;;CALLE;COCHERAS;número;6;-3,676778;40,40039;40,40039022;-3,67677849;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LAS COCHERAS, 6. 
Contenedor de ropa;2;3;Retiro;32;Adelfas;AVENIDA DE LA CIUDAD DE BARCELONA, 208;;;AVENIDA;CIUDAD DE BARCELONA;número;208;-3,672125;40,399726;40,39972601;-3,67212541;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE LA CIUDAD DE BARCELONA, 208. 
Contenedor de ropa;2;3;Retiro;32;Adelfas;CALLE DE LUIS PEIDRO, 2;;Centro Sociocultural Luis Peidro;CALLE;LUIS PEIDRO;número;2;-3,673525;40,397003;40,39700253;-3,67352461;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LUIS PEIDRO, 2. Centro Sociocultural Luis Peidro
Contenedor de ropa;2;3;Retiro;32;Adelfas;CALLE DE MARTINEZ CORROCHANO, 41;;Polideportivo;CALLE;MARTINEZ CORROCHANO;número;41;-3,668776;40,403856;40,40385596;-3,66877567;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MARTINEZ CORROCHANO, 41. Polideportivo
Contenedor de Ropa;2;3;Retiro;32;Adelfas;CALLE DE VALDERRIVAS, 50;;;CALLE;VALDERRIVAS;número;50;-3,672199;40,402761;40,40276088;-3,67219879;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE VALDERRIVAS, 50. 
Contenedor de Ropa;2;3;Retiro;32;Adelfas;CALLE DE FEDERICO MORENO TORROBA, 9;;;CALLE;FEDERICO MORENO TORROBA;número;9;-3,667309;40,405214;40,40521407;-3,66730922;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FEDERICO MORENO TORROBA, 9. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DE SIRIO, 30;;;CALLE;SIRIO;número;30;-3,664224;40,41185;40,4118504;-3,66422404;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SIRIO, 30. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DE LA LIRA, 8;;;CALLE;LIRA;número;8;-3,668995;40,40848;40,40847971;-3,66899534;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA LIRA, 8. 
Contenedor de ropa;2;3;Retiro;33;Estrella;AVENIDA DEL MEDITERRANEO, 47;;;AVENIDA;MEDITERRANEO;número;47;-3,668567;40,406916;40,40691597;-3,66856719;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL MEDITERRANEO, 47. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DEL DOCTOR ESQUERDO, 163;;;CALLE;DOCTOR ESQUERDO;número;163;-3,669897;40,408192;40,40819195;-3,66989714;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL DOCTOR ESQUERDO, 163. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DE LOS ASTROS, 5;esquina calle Los Astros;;CALLE;ASTROS;número;5;-3,668621;40,411972;40,41197235;-3,66862124;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS ASTROS, 5. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DE LA ESTRELLA POLAR, 9;;;CALLE;ESTRELLA POLAR;número;9;-3,666736;40,411424;40,41142432;-3,66673617;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA ESTRELLA POLAR, 9. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DEL PEZ AUSTRAL, 14;esquina calle Estrella Polar;;CALLE;PEZ AUSTRAL;número;14;-3,665873;40,411876;40,41187632;-3,66587306;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PEZ AUSTRAL, 14. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DEL PEZ VOLADOR, 38;;;CALLE;PEZ VOLADOR;número;38;-3,662931;40,413867;40,41386666;-3,66293074;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PEZ VOLADOR, 38. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DEL MARQUES DE LOZOYA, 3;;;CALLE;MARQUES DE LOZOYA;número;3;-3,664907;40,41669;40,41669047;-3,66490707;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL MARQUES DE LOZOYA, 3. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DEL MARQUES DE LOZOYA, 46;;;CALLE;MARQUES DE LOZOYA;número;46;-3,664546;40,417673;40,41767255;-3,66454604;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL MARQUES DE LOZOYA, 46. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DEL ALCALDE SAINZ DE BARANDA, 95;;;CALLE;ALCALDE SAINZ DE BARANDA;número;95;-3,667569;40,418128;40,41812756;-3,66756922;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ALCALDE SAINZ DE BARANDA, 95. 
Contenedor de ropa;2;3;Retiro;33;Estrella;CALLE DEL DOCTOR ESQUERDO, 111;;;CALLE;DOCTOR ESQUERDO;número;111;-3,669343;40,414066;40,41406567;-3,66934302;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL DOCTOR ESQUERDO, 111. 
Contenedor de Ropa;2;3;Retiro;33;Estrella;CALLE DEL DOCTOR ESQUERDO, 155;;;CALLE;DOCTOR ESQUERDO;número;155;-3,669811;40,409335;40,40933517;-3,66981149;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL DOCTOR ESQUERDO, 155. 
Contenedor de Ropa;2;3;Retiro;33;Estrella;CALLE DEL DOCTOR ESQUERDO, 77;;;CALLE;DOCTOR ESQUERDO;número;77;-3,669033;40,418849;40,41884864;-3,66903303;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL DOCTOR ESQUERDO, 77. 
Contenedor de Ropa;2;3;Retiro;33;Estrella;CALLE DE SALIENTE, 6;;;CALLE;SALIENTE;número;6;-3,666358;40,419804;40,41980379;-3,66635833;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SALIENTE, 6. 
