TIPO_DATO;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CLASE_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA SEMANA;TURNO;HORA INICIO;HORA FINAL;URL GOOGLE MAPS;RESIDUOS ADMISIBLES
Punto Limpio Móvil;Avenida de Asturias, 44 ;;Avenida;de Asturias;número;44;6;TETUAN;440918,17;4480247,98;40.47081088;-3.696958818;Lunes;Tarde;14:00;15:30;https://goo.gl/maps/LrzEmj2MRfsFx1Hv8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo de la Dirección, 328 ;;Paseo;de la Dirección;número;328;6;TETUAN;440313,76;4480160,56;40.46998013;-3.704079993;Lunes;Mañana;10:30;12:00;https://goo.gl/maps/pBZ2ig9hV4K1LRCq7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza de la Remonta, 3 ;;Plaza;de la Remonta;número;3;6;TETUAN;440857,18;4479555,85;40.46457158;-3.697613671;Lunes;Mañana;12:15;13:45;https://goo.gl/maps/woUAm1UWQJKMXuMQ7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Francos Rodríguez, 57 ;;Calle;Francos Rodríguez;número;57;6;TETUAN;439862,49;4478702,00;40.45680834;-3.709264743;Lunes;Mañana;8:45;10:15;https://goo.gl/maps/Vkke1gYdTx7N9imy6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Hierbabuena, 13 ;;Calle;Hierbabuena;número;13;6;TETUAN;440494,07;4479060,15;40.46008013;-3.701849994;Lunes;Tarde;15:45;17:15;https://goo.gl/maps/oQkmPSfa3ZLYw2J6A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Jerónima Llorente, 65 ;;Calle;Jerónima Llorente;número;65;6;TETUAN;439955,62;4478314,84;40.45332738;-3.708129826;Lunes;Mañana;7:00;8:30;https://goo.gl/maps/x2Dfd7EgPUEFSfjx5;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Lope de Haro, 36 ;;Calle;Lope de Haro;número;36;6;TETUAN;440251,84;4478691,42;40.45674114;-3.704672112;Miércoles;Mañana;10:30;12:00;https://goo.gl/maps/5o9But5bLg78pBco7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Marqués de Viana, 70 ;;Calle;Marqués de Viana;número;70;6;TETUAN;440293,07;4479480,24;40.46385013;-3.704259993;Miércoles;Mañana;12:15;13:45;https://goo.gl/maps/EYsDF6zoDmar48GK6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Orense, 9 ;;Calle;Orense;número;9;6;TETUAN;441017,20;4477688,81;40.44776383;-3.69555288;Miércoles;Tarde;19:15;20:45;https://goo.gl/maps/mE6gCTKrSezmL7S39;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Orense, 2 Azca;Azca;calle;Orense;número;2;6;TETUAN;441035,06;4477589,81;40.4468732750801;-3.52989542448213;Martes;Tarde;15:45;17:15;https://goo.gl/maps/aQM8L8sGKNxz53pn7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Pablo Iglesias, 36 ;;Avenida;Pablo Iglesias;número;36;6;TETUAN;439881,60;4477758,48;40.44831013;-3.708949993;Miércoles;Tarde;15:45;17:15;https://goo.gl/maps/En1XqhjyV6WHSfPM7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Pedro Teixeira, 10 Intersección con Calle Poeta Joan Maragall;Intersección con Calle Poeta Joan Maragall;Calle;Pedro Teixeira;número;10;6;TETUAN;441286,56;4478482,20;40.45493013;-3.692449994;Lunes;Tarde;19:15;20:45;https://goo.gl/maps/ZskGvR22xJz9WVyK6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Poeta Joan Maragall, 45 Frente al número 54, intersección con Calle de Rosario Pino;Frente al número 54, intersección con Calle de Rosario Pino;Calle;Poeta Joan Maragall;número;45;6;TETUAN;441349,29;4479300,46;40.46230582;-3.691785867;Lunes;Tarde;17:30;19:00;* parada sin placas;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Sor Ángela de la Cruz, 12 ;;Calle;Sor Ángela de la Cruz;número;12;6;TETUAN;441204,79;4478974,60;40.45936013;-3.693459994;Miércoles;Mañana;8:45;10:15;https://goo.gl/maps/PaqRwfAeAyeHiGUq6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Agustín de Betancourt, 1 Ministerio;Ministerio;calle;Agustín de Betancourt;número;1;7;CHAMBERI;441053,61;4477057,00;40.4420748012669;-3.6950649134365;Martes;Tarde;17:30;19:00;https://goo.gl/maps/gTPX7h18xtVkKJ4t9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Arapiles, 21 Intersección con Calle Vallehermoso;Intersección con Calle Vallehermoso;Calle;Arapiles;número;21;7;CHAMBERI;439904,28;4476035,91;40.43279411;-3.708519655;Sabado;Tarde;17:30;19:00;https://goo.gl/maps/yYuhUwvSxUwQqgpA6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Bravo Murillo, 41 ;;Calle;Bravo Murillo;número;41;7;CHAMBERI;440186,51;4476585,12;40.43776198;-3.705244148;Sabado;Mañana;10:30;12:00;https://goo.gl/maps/DNpDG4djng8eFkpR6;http://run.gob.es/PuntoMOVILResiduos
